ESN^AccountId^LastCallUTC^Username^DeviceName^SerialNumber^Make^Model^AssetNumber^PCMacFlag^GroupId^StolenFlag
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^477^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^478^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^479^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^480^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^481^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^482^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^484^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^485^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^486^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^487^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^488^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^489^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^490^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^491^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^492^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^493^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^494^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^495^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^496^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^497^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^498^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^499^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^500^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^501^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^502^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^503^3
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^504^3
