ESN^AccountId^LastCallUTC^Username^DeviceName^SerialNumber^Make^Model^AssetNumber^PCMacFlag^StolenFlag
2BXBKCAXRP0000000001^150172^NULL^NULL^NULL^NULL^Unknown^Unknown^NULL^NULL^0
2BCB6F198SAA00080017^150003^2009-08-28 20:35:57.723^ABSOLUTE\cseymour^AmtProxy^47999F20 7D62 11DD AED8 0011113186F6^MWG Atom Life^UNKNOWN^Unknown^NULL^0
2BHDJMBPQ3AA000X0004^150003^2009-09-15 01:17:25.880^Administrator^2CE9138MZS^2CE9138MZS^HEWLETT-PACKARD^HP ELITEBOOK 6930P^ ^P^0
2BHDJMBPQ3AA000X0005^150003^2009-09-10 01:57:10.727^user^L3ANW7P^L3ANW7P~VF29H95V2B2~NOT AVAILABLE^LENOVO^7417A35^No Asset Information^P^0
2BHDJMBPQ3AA000X0003^150003^2009-09-15 09:36:36.327^docomo^LENOVO-75E7A054^L3AKX1L~VF29G94X0B7~NOT AVAILABLE^LENOVO^7417R1J^No Asset Information^P^0
2BCB6F198SAA00080018^150003^2009-09-11 00:38:54.890^cseymour^CSEYMOUR3^958ZCK1^DELL INC.^VOSTRO 220 SERIES^^P^0
2BB2WNFLGGAA00130004^150003^2010-01-03 23:23:35.207^QA^QA-DV2CORP2STOL^VMWARE 56 4D 5F 08 76 E1 56 7F 3C 96 DA E4 9A D3 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^[man_lig]^P^3
2BHDJMBPQ3AA000Y0002^150003^2010-02-03 23:27:32.227^^XP-GEORGETEST^VMWARE 56 4D AE 7D DC BF D2 BE 4F C6 7C 09 0B 3F D^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BB2WNFLGGAA00130006^150003^2010-02-02 16:34:06.257^QA^DV2CORP2VED^VMWARE 56 4D 61 84 B0 9A EA A8 25 56 40 85 F8 CE E^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^3
2BB2WNFLGGAA00130002^150003^2011-01-30 05:06:39.380^jasonlei^JOHNVM^VMWARE 56 4D 43 C2 22 0C 3D 9A 38 F6 D1 70 B5 F6 5^VMWARE, INC.^VMWARE_VIRTUAL^Asset 2323^P^0
2BB2WNFLGGAA00130008^150003^2010-04-13 22:30:06.117^QA^QA-XP-23HOME^VMWARE 56 4D F4 93 BA 9B 0B 53 BD 8A 3D 59 7A 1B F^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag 1233434^P^0
2BB2WNFLGGAA00160001^150003^2010-08-03 18:24:15.810^jasonlei^COOP2_CHANGED^VMWARE 56 4D 70 10 40 1E 86 C4 A3 F7 D2 45 24 CB C^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BB2WNFLGGAA00160003^150003^2011-08-30 22:48:28.943^QA^QA-XP-2DV2CORP2^VMWARE 56 4D C8 61 65 8C 53 10 FA B4 3D 1D 45 9F E^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^3
2BB2WNFLGGAA00160004^150003^2010-07-16 18:44:08.133^QA^QAXP2-DV2CORP2^VMWARE 56 4D E4 39 F2 6A 9A C4 30 9B 39 C5 43 FB 5^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BB2WNFLGGAA00160005^150003^2010-07-16 23:16:29.680^QA^QA-DV2CORP2-1^VMWARE 56 4D 1F 87 C3 52 99 34 D0 47 79 B1 69 49 E^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BB2WNFLGGAA00160007^150003^2010-07-22 16:13:34.393^QA1^38V8N31^VMWARE 56 4D 0E ED D8 45 B9 5E 32 47 C6 3F 9A 1C B^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BB2WNFLGGAA00160008^150003^2010-07-23 16:47:50.490^?????, hôm nay beo có dem com nha!^QA-DV2CORP2-4^VMWARE 56 4D 64 EA 49 79 72 81 A1 77 E0 5D 7D BA 6^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BB2WNFLGGAA00130018^150003^2010-08-09 21:14:29.143^QA^VMMASOUM^VMWARE 56 4D 4A F2 50 82 64 07 68 3C 21 63 3E E4 E^VMWARE, INC.^VMWARE VIRTUAL PLATFORM^No Asset Tag^P^0
2BCB6F198SAA00080015^150003^2009-09-04 20:03:26.307^cseymour^CSEYMOUR2^GW795G1^DELL INC.^VOSTRO 200^ ^P^0
